Class Index,Class Name,Question Title,Question Content
3,Science & Mathematics,Why is cloning unethical?,Is cloning actually unethical or is it a idea hyped up by sci-fi movies?
3,Science & Mathematics,"What are ""blowout tides""?","I have seen this term on some weather websites, but never anything explaining what they are."
0,Health,I feel so depressed all the time....?,I have recentley been feeling very ugly and not attractive. I won't go out anymore. I just feel very sick all the time. The only way I feel good is when Im drinking. Can anyone tell me whats wrong with me.
3,Science & Mathematics,"From 80,000 jars produced, a manufacturer samples 1,200 and finds 7 of those defective.?",Estimate the total number of defective jars?
0,Health,My underarms itch horribly - no visible rash   - what can I use?,Anti itch creams have not worked and I have taken Diflucan for yeast and that did not work. I am miserable !!!!!!!!!!!!!!
2,Entertainment & Music,Are there any movies where the aliens win?,"Just a question that came up tonight when I was watching the new War of the Worlds with some people.  And I guess my question applies to monsters too.  AND I mean win against humans, not other aliens or monsters."
1,Sports,Will Professional Sports exist in 20 years?,"With the salaries that these players are paid and the rising cost of going to an event. Is it going to be worth it to go to a game? I went to my first NFL game last year. Holy Sh!t !!! Where does it end? Will the fans end up boycotting games? Maybe we should. What happened to playing for the love of the game? Did that die along with ""Shoeless"" Joe Jackson?"
1,Sports,Where is my love at for the New Year.?,Where is my love for the New Year.
3,Science & Mathematics,Can you eliminate any of the resonance structures on the basis of formal charges? (PLEASE HELP!)?,"Nitrous oxide (N2O) has threee possible Lewis Structures:\n\nN=N=O <--> N*trible bond*N-O <--> N-N*triple bond*O\n(just imagine triple bond has three lines) \n\nGiven the following bond lengths,\nN-N 167 pm \nN=N 120 pm\nN*triple bond*N 110 pm\nN=O 115 pm\nN-O 147 pm\n\nRationalize the observations that the N-N bond length in N20 is 112 pm and that the N-O bond length is 119 pm. Assign formal charges to the resonance structures for N2O. Can you eliminate any of the resonance structures on the basis of formal charges? Is this consistent with observation?"
0,Health,Does size matter?,"I'm talking about the penis size.\nDoes the size of the boat count, or is it the motion of the ocean?"
3,Science & Mathematics,what could be the lengths of the sides of a right triangle?,"i thought 5,12,13"
0,Health,who was the first person with AIDS?,health
0,Health,Words of motivation for exercising regularly?,"I need some words of  motivation to get me to start and stay exercising regularly.  Positive words, please."
2,Entertainment & Music,why are 14 year old music stars so populaur now?,wwhy????????????/
3,Science & Mathematics,is this true or false?  yes i'm aware this is the third true or false question i asked so no need to wine?,"In large data sets ( 1,000 or more values), the mean is always one of the data values."
3,Science & Mathematics,can you give me informations about latest inventions in microbiology?,the inventions of microbiology
3,Science & Mathematics,Need Help With Math Problem?,This is probley easy but I'm in no mood to think:\n\nq)Write a formula for the perimeter in terms of the number of squares:\n\n# of sqaures:     Perimeter:\n1                 4\n2                 6\n3                 8\n4                 10\n5                 12\n6                 14
3,Science & Mathematics,can anyone tell me about job opening in bioinformatics in india?,I have one year exp in this field.
1,Sports,What does IUPUI stand for?,"I know it's a University, but what does each letter stand for?"
1,Sports,Who got the best deal with the Artest-Stojakovic trade?,Are the Pacers going to speed through the season?\nAre the Kings be on top of the kingdom again?
2,Entertainment & Music,Is 2pac dead or alive?,I always believe he's already dead but I was surprised at the remix of 'Ghetto' in which he featured.What do u all think.
0,Health,How do I cure a stomach virus?,Have an upset stomach whenever I eat.
3,Science & Mathematics,What is the loop of Hendel????? related to the Urinary system/kidneys?,I NEED THIS FOR A PAPER THAT'S DUE IN 10 HOURS!!!
3,Science & Mathematics,"At first, many scientists reacted skeptically to Einstein's equation E = m(c^2). Why?",Please answer this question briefly.
3,Science & Mathematics,"what started everything, God or a big bang?",please share your opinion and visit my blog site http://360.yahoo.com/bcrayton8405
0,Health,I have symptoms of MS My DR says I have a nerve disease. My nureo says I am depressed. Why wont he believe me?,"I have had symptoms of MS since 2000. I have been recieving treatment for anxiety. Nothing my Neurologist perscribes helps. I am jittery, shoulder pain, less active,Muscle weakness \nSpasticity \nImpairment of pain, temperature, touch senses,Ataxia \nTremors, Speech disturbances, Vision disturbances, Vertigo,Bladder dysfunction,Bowel dysfunction,Sexual dysfunction, Depression,Euphoria,Cognitive, abnormalities & Fatigue. I have gained 60 pounds since Novemeber 2004. IHave low chloresterol but high blood pressure. I am feeling neglected by the specialists. Meanwhile I suffer alone and in silence. Can anyone understand me or believe me?"
0,Health,How long for Birth Control to work?,"So, this month, I started taking the Pill on the first day of my period (a Wednesday) as instructed. My period finally ended the following Monday. When will the Pill take effect? And will I have my period again when I start taking the placebos, even though it will only have been 15 days since the end of my last period? Does it start regulating things that fast? Help! The packaging just tells me what to do if I miss a pill."
3,Science & Mathematics,What is the most helpful site(s) for pictures and information about worms?,"This is for research, so any help would be greatly appreciated! :D"
3,Science & Mathematics,Can you solve this???,"a jet is traveling at 720 mph towards a thunderstorm. when the pilot sees a lightning bolt, the jet is 8 and a half miles away from the storm. when will the pilot hear the thunder from the lightning bolt? (sound takes 5 seconds to travel a mile.)\n\nexplain."
2,Entertainment & Music,Where can I find the french/japanese cartoon Les Mystérieuses Cités d'Or on DVD?,It was a cartoon when I was a kid (mid 80s) about a spanish boy Esteban and his two Maya friends who were searching through Central America in a giant golden flying condor. \n\nThe series was set during the Spanish conquest of the Americas.  \n\nThat show was so awesome.  I want to see it again
0,Health,How can i stop smoking pot for good?,Please help
0,Health,Are motrin IB good past the expiration date?,They expired 5/05
0,Health,how to loose weight?,i am weighing 88 kgs. what should i do to loose weight?
2,Entertainment & Music,"am i the only Gorillaz fan that cannot stop laughing when i wach the ""Rock The House"" video???",my friend and i thinks it's so wrong but that makes it funny!!!! if you have no idea what i'm talking about you can go to the gorillaz website and go into the cinema and wach it
