Category,label,Description
Clothing & Accessories,1,"Krystle Men's and Women's Wool Touch Screen Magic Knitted Gloves Winter Warm Smart Phone Mittens (Multicolour, Free Size) Pack of 2 Keep your fingers nice toasty and ready to tap, type and scroll. A special conductive fabric is woven into the tips of the index finger, middle finger and thumb allowing for full navigational control of your touchscreen. Perfect for nearly ALL touch screens, including smartphones, MP3 players and tablets. These stylish Pink color knit gloves keep your hands warm in harsh weather conditions while you type, text and touch, no more frozen fingers."
Household,3,"@home by Nilkamal Edward 3 Door Wardrobe (Melamine Finish, Walnut) Who doesn’t need a wardrobe that is both storage-efficient and stylish? Nilkamal’s Edward wardrobe belongs to that category of modern furnishing which is equally trendy and effective. The product comes with two doors parting in the middle and provided with a safe locking system. Inside it has a big enough hanging space with a rod in the top half of the wardrobe."
Household,3,"All Time Frosty Plastic Bathroom Stool - 26.4 cm x 26.4 cm x 21.3 cm, Green Color Name:Green   Our bathroom stool are ergonomically designed with a rounded edge surface to ensure comfort and a sturdy body to ensure stability."
Household,3,MBTC Three Seater Airport Visitor Waiting Chair With Cushion Dimensions & Shipping Max. Overall Height (cm) 108 cm Min. Overall Height (cm) 77 cm Overall Width (cm) 175 cm Overall Depth (cm) 65 cm Weight (kg) 29 kg Shipped In 2 Parts Assembly Type Knock down
Electronics,2,"DMG Matte Screen Scratch Guard Screen Protector for Apple iPad Air 2 The matte anti-glare screen protector is made according to the dimensions of the apple iPad air 2. Perfect fit and relatively easy to apply, the screen protector leaves no bubbles behind. Surface prevents finger prints on the screen. Product features screen protector prevents your screen from getting scratched - no haziness - no bubbles - less glare."
Books,0,Ballet and Modern Dance Third Edition: Revised And Updated By James Rutter (World of Art) Review Will be of benefit to all dance lovers. — Backstage 				    	 					 About the Author Susan Au is a freelance writer and dance historian. She is a contributor to The International Encyclopedia of Dance and was the American consultant for The Concise Oxford Dictionary of Ballet.
Clothing & Accessories,1,"ahhaaaa Boy's Blended Waistcoat, Shirt and Trouser Set ahhaaaa brings exclusive festive range for little infants. The range has been carefully crafed keeping the comfort of your delicate baby. So, grab this set of shirt, jacket and jeans and make you little baby centre of attraction this festive season."
Household,3,"RajRang Vintage Soft and Warm Decorative Patchwork Cotton Throw Blanket (51 x 67 inches, Multicolour) Size:130x170   Our superior quality patchwork quilted throw in cotton is finely stitched with beautiful paisely print. It's exceptionally woven from the finest materials for a sumptuously plush feel. It measures 51""x67"" and is a great gift for yourself or a friend.Drape our cozy throw anywhere you need a layer of texture and warmth."
Household,3,"DeckUp Cove 3-Door Wardrobe with Mirror (Dark Wenge, Matte Finish) Assembly Required: The product requires basic assembly and comes with DIY (Do-It-Yourself) assembly instructions."
Household,3,"Am Fancy Most Popular Gold Bead Cap Designs For Jewellery Making, Pack Of 250 Caps Flower caps for jewellery making. Highly used in silk thread jhumkas and bangles. For creating variety of earrings nd neckpieces. 5 different styles of flower caps in the box. Excellent quality. # Style 1= 50 caps # Style 2= 50 caps # Style 3= 50 caps # Style 4= 50 caps # Style 5 =50 caps Slight variation in design may be possible as per availablity."
Household,3,"STARVIN® Premium Fan Heater Heat Blow || Silent Fan Room Heater (White) || with 1 Season Warranty || M-05 A fan heater is a heater that works by using a fan to pass air over a heat source (e.g. a heating element). This heats up the air, which then leaves the heater, warming up the surrounding room. They can heat an enclosed space such as a room faster than a heater without fan, but, like any fan, create audible noise."
Books,0,Concise Dictionary of Proverbs: Making Use of Proverbs  To Write Attractive English 
Electronics,2,"MOSISO Polyester Fabric Multifunctional Sleeve Briefcase Handbag Case Cover Compatible 13-13.3 Inch Laptop, Notebook, MacBook Air/Pro, Pink Size name:13-13.3 Inch                                                                                 |                            Colour:Pink   Why should take this bag? This Mosiso Polyester Fabric Multifunctional Sleeve Briefcase Handbag Case Cover for Laptop, MacBook or Notebook while you are on the go. Mosiso 1 year warranty on every bag."
Books,0,Barron`s Essential Words for the GRE 
Electronics,2,ASUS X541UA-DM1187T 15.6-inch Full HD Laptop (7th Gen Ci3-7100U/4GB/1TB/Win10) Asus X541UA-DM1187T 15. 6-inch Full HD Laptop (7th Gen Ci3-7100U/ 4GB/1TB/ Win10).
Clothing & Accessories,1,Generic Women's Denim Slim Fit Jeans with 5 Button Take a more relaxed approach towards fashion wearing these colored jeans from janon. These product will keep you comfortable the entire day.
Household,3,"Vardhman Bunny Mix 4 no. (6 pc Pack) Wool Ball Hand Knitting Wool/Art Craft Soft Fingering Crochet Hook Yarn, Needle Acrylic Knitting Yarn Thread Dyed Vardhman Wool is ideal for knitting sweaters, Art & Craft, etc. Items made from this yarn may be laundered through the use of water, detergent or soap and gentle hand manipulation; No bleach product may be used"
Books,0,"The Anatomy of Exercise and Movement for the Study of Dance, Pilates, Sports, and Yoga About the Author Jo Ann Staugaard-Jones is a professor of kinesiology and dance, and has been teaching for more than 30 years. A certified Pilates and yoga instructor with a master’s degree in dance and education, she teaches interactive movement workshops across the U.S. and sponsors international holistic retreats at www.neatretreats.com. She lives in Andover, NJ."
Electronics,2,"Lenovo Tab 3 710I Tablet (7 inch, 8GB, Wi-Fi + 3G + Voice Calling), Black 2MP primary camera and 0.3MP front facing camera,17.78 centimeters (7-inch) IPS capacitive touchscreen with 1024 x 600 pixels resolution,Android v5.1 Lollipop operating system with 1.3GHz MediaTek quad core processor, 1GB RAM, 8GB internal memory and single SIM,3450mAH lithium-ion battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase"
Clothing & Accessories,1,"Hhumanmakerr Men's Cotton Team India Supporter Cricket Cap (Blue, Free Size) Made from 100% Fine material, extra wide brim for maximum protection from the sun. This cap is built for casual wear, Outdoor fashion, Baseball, Cricket, Football, Hockey, IPL, College matches. and are made up of 100% superior cotton fabric materials which provides a smooth feeling. Good-quality fabric material gives a perfect shape, one size fits all. Use as casual or wear while playing for the team in sports tournaments. Wash care instructions: 100% cotton, Wash dark colors separately, hand wash, Do not bleach."
Household,3,"Firstchoiceale Inflatable Sofa Chair For Kids 60 Kg Intex inflatable chair for all. Size 25"" x 24"" x 29"". Quality tested transparent vinyl. Portable, durable and comfortable. Easy to inflate, deflate and store. Holds weight upto 60 kgs warranty : 1 month vendor"
Books,0,"TOWARDS A THIRD CINEMA The on-screen offerings of Hollywood and Europe have colored the popular perspective of cinema- What it is and what it should be- to such a great extent that the filimic contributions of Latin American directors remain largely uncharted. This book , with its compelling insights, intends to put the stylistically groundbreaking, exceedingly true to life and aesthetically mesmerizing Latin American cinema on the map and establish it as the ""Third Cinema""."
Clothing & Accessories,1,"FabSeasons Acrylic Woolen Winter Gloves for Baby Girls, fits for 2-5 years Elastic closure Material: Acrylic wool. (Hand wash recommended). Keeps your hands warm & soft. Super Soft and doesn't feel itchy . For Baby girl 2-3-4-5 years old"
Clothing & Accessories,1,"Montu Bunty Wear New Born Baby Woollen Cardigan (Yellow, 0-6 Months) Color:Lemon Yellow   Stylish sweater is a combination of both. Made of wool this sweater has long sleeve v-neck and a regular fit. maintain. Make your baby feel warm and cozy with this beautiful knitted wool sweater."
Electronics,2,"F Gear Luxur Black 25 liter Laptop Backpack A fashionable laptop backpack. This full-featured pack makes space for everything essential with multiple zip pockets on the exterior, plus a ready-to-go interior with padded laptop compartment and other storage solutions."
Electronics,2,"Lifestyle-You™ Imported Universal Phone Tablet Aluminium Desktop Stand Mount Holder for All Tablets Including iPad Air Pro. 1.Lightweight and Solid, the durable aluminium body ensures reliability. Compatible with all devices, especially the iPad pro and other 10 inch Tablet models. 2. Made of aviation grade aluminium, higher strength, lighter weight. 3. Multi angle adjustable, supporting both vertical and horizontal viewing. 4. Silicone pads for protection against scratches to your device 5. Perfect for watching videos, viewing photos, reading, typing, video recording."
Clothing & Accessories,1,"Fastrack UV Protected Sport Men's Sunglasses - (P223GR1|66|Green) Product Description FASTRACK P223GR1 is a sports type, Full-frame Sunglasses for Men,Women of size with dimensions66-16-123 and lens height42, an comes in Black color, made from high quality Acetate The Lenses are Green in color and UV Protection made from high quality CR 39 for ultra sun protection. Sales package includes; 1Fastrack Sunglass::1 Case::1 Cleaning Cloth::1 Lens Cleaning Liquid. 				    	 					 Seller Warranty Description 1 year"
Electronics,2,Microsoft Surface Pro Pen (Silver) This is a Microsoft Surface Pro Pen (Silver). Write and draw naturally. Create without limits.
Electronics,2,Redgear Blaze 3 colour backlit gaming keyboard with full aluminium body & windows key lock 104 keys with 10 million keystroke life.
Books,0,An Introduction to Indian Philosophy 
Electronics,2,"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi"
Household,3,Mamta Decoration Sheesham Wood Dining Table Set for Living Room | with 8 Chair | Teak Finish
Electronics,2,"APC BX600CI-IN Back-UPS 600 VA, 230V Power protection and management solutions from home to data center to industrial environments. Includes: UPS Management, Special Applications, UPS Replacement Batteries, Computer and Peripheral, Data Center and Facility 3 Phase UPS and Network and Server."
Books,0,Advanced Problems in Physical Chemistry 
Household,3,"Kiddale Bedrail Baby Bedside Protector : Extra Long (6x2.2 ft) Foldable Safety Guard to Protect Baby, Kids & Senior Citizen from Side Falling- Baby and Kids Products-Pink"
Books,0,Barrons Reading Workbook for the New SAT 
Books,0,CBSE NCERT Solutions - Biology for Class 12  for 2018 - 19 
Electronics,2,Wildcraft Work Packs'18 21 Ltrs Black Laptop Backpack (Streak Plus) Fits upto 15 inch. Side mesh pocket for water bottle. Padded back system for carrying comfort. Webbing haul loop. Internal organizer.
Clothing & Accessories,1,ayushicreationa Premium Cotton Multicolored Striped Ankle Length Socks for women - Pack of 5
Clothing & Accessories,1,"Hap Boys Trunks | Pack of Five |Innerwear/Boxer /Drawer Upgrade your little Juniors underwear collection by adding this pack of 5 multicoloured trunks from HAP for Boy's. Made from stretch cotton fabric, these trunks are high on comfort and quality. Comprising attractive solid colours, these trunks are best summer choices for your little man."
Electronics,2,"Logitech MK275 Wireless Keyboard and Mouse Combo With comfortable, quiet typing, a sleek yet sturdy design and a plug-and-play USB connection, the Logitech wireless combo MK275 gives you a better typing experience that's built to last."
