Category,label,Description
Clothing & Accessories,1,"Eazy Trendz - Girls Lycra 4 Way Stretchable Cycling,Yoga,Jogging Shorts/Tights,190 GSM Pack of 5 (Pink, Black,Navy,Purple,Grey) Eazy Trendz Exclusive Girls Lycra 4 Way Strechable Cycling,Yoga,Walking,Joging,Workout, Sports Shorts/Tights Sepcialy Designed for Play Free."
Clothing & Accessories,1,Cherry Crumble California Baby Boys Casual Sweater Cherry Crumble California Baby Boys Off-White Woven Full Sleeves Round Neck Regular Fit Casual Sweater
Household,3,"Nilkamal Gem Mirror Cabinet (Ivory) Size:Standard                                                                                 |                            Color:Ivory   The product features a clever design, where a mirror conceals a number of racks and shelves of different sizes, wherein you can keep a variety of regular use products. It comes with beautiful white finish that can complement all kinds of home dcor. The versatile mirror cabinet has been designed to take lesser space in your bathroom, comes as a single piece that can be easily taken and mounted to the wall."
Books,0,"Peerless by Tymphany PMT Series 20N12AL04 1/2"" Aluminum Dome Micro Full Range Speaker Driver 4 Ohm"
Electronics,2,"BitDefender Antivirus Plus Latest Version with Ransomware Protection (Windows) - 1 User, 1 Year (Email Delivery in 2 hours - No CD) Style Name:1 Device, 1 Year (Email Download)   Bitdefender Antivirus Plus delivers multiple layers of protection against ransomware. It uses behavioral threat detection to prevent infections, and protects your most important documents from ransomware encryption. With Bitdefender Antivirus Plus, you can stop worrying about losing your data or money, and enjoy life."
Household,3,"Krish By Karigar Bean Bag Cover Without Beans, XXXL (Black) Color Name:Black                                                                                 |                            Size:XXXL   Krish bean bag covers are made from leatherette fabric which is double-stitched with superior seam and tear strength. They are built to be durable, comfortable and are a great addition to the contemporary home."
Electronics,2,FD F210X 2.1 Channel Multimedia Bluetooth Speakers (Black) Wireless Music : Bluetooth enabled speaker allows you to stream your music from your smart device. Plug' n 'Play : USB connectivity allows you to play your entire music collection with click of a button. Uninterrupted Digital FM : FM works on Advance PLL technology to give uninterrupted sound.
Clothing & Accessories,1,Biba Girls A- Line Salwar Suit Set BIBA today is the most loved ethnic wear brand in the country. BIBA Girls products are available now.
Household,3,Sameer Ruby 1200mm Motor Ceiling Fan (White) Sameer Ruby Copper Motor Aluminium Decorative Ceiling Fan. A decorative fan with glossy paint on the motor and attractive sparkle gold panel and ringt on the blades and motor. Specially designed motor with wider tip blades provides maximum air. Attractive large motor size motor with a decorative ring and colours grade blades for longer life and low power cousumption. Double ball bearing give whisper quiet operation and longer life it comes with 3 blades.
Electronics,2,"JBL C50HI in-Ear Headphones with Mic (Black) Colour:Black   The new JBL C50HI is a dynamic, ultra-lightweight in-ear headphone. Its powerful 8.6mm drivers deliver the feel-it-in-your-bones bass response and legendary sound quality you expect from JBL. They’re feather-light for all-day comfort. An in-line microphone with universal remote control lets you talk and manage your calls on Android and iOS devices."
Clothing & Accessories,1,"Broadstar Women's Denim Dungaree Earn an all-access pass wearing dungarees by Broadstar. Made of denim, these dungarees will keep you convenient. Team them with a white or black coloured top to complete your casual look."
Books,0,MCQs in Pediatric Dentistry 
Household,3,MBTC Octave Office Executive Visitor Chair in Black ❖BONDED LEATHER OFFICE CHAIR: This executive chair upholstered in bonded leather which provide ultimate comfort sitting experience. The high back design gives you maximum lumbar support for comfort and convenience. The chair has soft padding and waterfall seat edge for less pressure on the back of your legs so you can stay comfortable even when you have to sit down for hours
Electronics,2,SanDisk 32GB Class 10 Micro SDHC Memory Card with Adapter (SDSQUAR-032G-GN6MA) Size name:32 GB   Water proof
Clothing & Accessories,1,"Avengers Kids Boys Full Sleeve Light Grey Melange Color T-Shirt Avengers Kids Boys Full Sleeve Light Grey melange Color T-shirt,Made of Poly Cotton ,Causal wear/Fusion Wear ,Hip Length T-shirt"
Electronics,2,"Wacom One by CTL-472/K0-CX Small 6-inch x 3.5-inch Graphic Tablet (Red/Black) Colour:Red/Black                                                                                 |                            Size name:Small   Digital creativity made easy: You and your computer in creative harmony. Sketch, draw and edit photos with a simply great pen experience. It couldn’t be easier."
Clothing & Accessories,1,Biba Girls' Salwar Suit Set
Household,3,"Klaxon Coffee Table (Matte Finish, Black)"
Electronics,2,MSI GeForce GTX 1050 TI 4GT OC Graphics Card Style name:GTX 1050 TI 4GT OC                                                                                 |                            Size name:4GB   All products are imported from the USA. All electronic products must be used with a step down/up converter for Indian voltage compatibility.
Books,0,"English Language Book for B.Sc Nursing/Staff Nurse Entrance Exams English Language Book for Staff Nurse and B.Sc Nursing Entrance Exams. Contains complete syllabus,plenty of questions to practice. This book is also suited for most competitive Exams at 10th, 10+2 and Graduation level. A must buy for success"
Household,3,"Bodycare Chocolate Hot Wax 600 Grams (Pack Of 2) Wax Heaters Are Also Ok. During Excessive Humidity Sprinkle Ordinary Talc On Skin, Then Apply Wax. Apply Melted Wax With A Knife Or Spatula In The Direction Of Hair Growth. Place A Strip Of Cloth Over The Wax-Press Firmly And Pull In The Opposite Direction. Repeat The Process In Quick Steps. Do Not Allow Wax To Cool Off. Clean Skin With Wet Sponge Or Cloth. Use The Body Cares After Waxing Cream For Soothing And Cooling Effect Of Depilated Skin."
Household,3,"DeckUp Cove 3-Door Wardrobe with Mirror (Dark Wenge, Matte Finish) Assembly Required: The product requires basic assembly and comes with DIY (Do-It-Yourself) assembly instructions."
Household,3,"Orbit Hercules 5 Blade Pedestal Fan Get your air feeling fresh with the orbit 16 inch oscillating stand fan. This oscillating fan has 3 speed settings, allowing you to circulate the air at your pleasure. You can adjust the height and tilt the head of this fan. This oscillation fan is light enough to move easily and heavy enough to stand firm. Power: 70w 3 speeds control With timer Oscillation function Ac220-240v, 50-60hz"
Books,0,"Mandala: Colouring Books for Adults with Tear Out Sheets (Adult Colouring Book) About the Author Wonder House has a dedicated team of editors and designers involved in the development of magnificent and enriching children books. The team pays special attention to develop age appropriate content and does extensive research on every topic included in the book. Our mission is to develop highly informative content which will help the children to master different skills. At Wonder House, we strive to make learning a joy."
Clothing & Accessories,1,ABITO Boy's Viscose Slim Fit Blazer Smart casual blazer can be worn with denims or chinos and a casual shirt or t-shirt. Easily matched with any colour bottom.
Household,3,"Js Home Décor Wooden Bar Cabinet Liquor with Wine Glass Storage Color:Design 1   The front is designed with a unique diamond-cut chequered pattern, the back has open shelves for all your glassware, as well as wine racks and spaces to hang wine glasses and cocktail glasses from."
Electronics,2,"Cooler Master Sickleflowx Blue Led Cooler Colour:Blue   4th Generation Bearing - MTBF of 160,000 hours thanks to highly durable POM components. Smart Fan engine - stops the fan when blocked to prevent damage, and automatically restarts the fan when it has been cleared. Red / Blue / Green smooth LED lights provide freedom of choice to the users.c"
Books,0,"Civil Engineering: 3200 MCQs - Practice Book for ESE, GATE & PSUs "
Electronics,2,"Apple MacBook Air Core i5 8th Gen 13.3 inch Laptop (8GB/256GB SSD/MacOS Mojave/Space Grey/1.25 kgs), MRE92HN/A Size name:256GB   Available in silver, space gray, and gold, the new thinner and lighter MacBook Air features a stunning Retina display, Touch ID, the latest Apple-designed keyboard, and a Force Touch trackpad—all housed in an iconic wedge design made from 100 percent recycled aluminum.2 And with all-day battery life, MacBook Air is your perfectly portable, do-it-all notebook."
Electronics,2,"Mind Reader 3-Shelf Printer Cart, Stand with Wheels, Drawer, Cord Management, Black Size:3 Tiers   Save valuable space and gain mobility for your printer, scanner, fax machine, and any other office machine weighing up to 75 pounds. Unit is small enough to fit under your. It will not only hold your machine, but help organize your desk as well. There are three wire friendly shelves to help store all your office essentials."
Books,0,Magicwand Musical Money Safe Piggy Savings Bank with Finger Print Sensor and Solitaire Stickers for Kids (Blue and White) Color:Blue & White   Magicwand Musical Money Safe Piggy Savings Bank with Finger Print Sensor and Solitaire Stickers for Kids (Blue and White).
Household,3,"Popcorn Furniture Arched Three Seater Sofa (Orange) Popcorn brings lightweight and comfortable arched soft seat for kids, with a wide base, this comfy seat provides great stability for your little one and is light in weight. Made from soft, fleecy fabric slipcover helps provide durability. Lightweight design makes it easier for portability, available in orange, blue and green colors."
Books,0,Treasure Island 
Electronics,2,LAPMATE Replacement For Dell Laptop Keyboard(AM14RDEL00276) Compatiable for dell inspirion 14r n4110 m4110 n4050 m4040 15 n5040 n5050 m5040 dell xps 15 l502x inspiron 14z n411z vostro v131 dell inspiron 3520 3420 5520 7520 series
Books,0,Trueman's UGC NET Anthropology 
Household,3,"Dr. CHARCOAL Non-Electric Air Purifier, Deodorizer and Dehumidifier for Living Room, Kids Room, Bedroom, Pet Areas - 500 Grams (Classic Neel)"
Electronics,2,HP 680 Original Ink Advantage Cartridge (Black) Colour:Black   Make the most of every memory when you use Original HP Ink cartridges for your photos as every print is developed with quality in mind. Relive great experiences from fade-resistent prints that last a lifetime when using Original HP Ink. Capture more moments with greater page yield and cost efficiencies when you print with Original HP Ink XL cartridges. Keep cartridges out of landfill by using HP's free recycling service with Cartridges 4 Planet Ark collection bins in most Retail stores.
Household,3,"TejasCare Lamp Wicks -10 Bundles He light symbolizes knowledge, positivity and tranquility, and lighting diyas or earthen lamps on daily basis is considered highly auspicious. It is said that regular lighting of diyas removes darkness, ignorance and evil.since the light of a ghee lamp is believed to bring in prosperity, knowledge and wisdom, it is a rule in india to start all the auspicious religious events or social functions by lighting the lamp. By doing so it is believed that we invite the divine to come and bless us."
Household,3,Copron Classico 1000w/1 kw Copper Immersion Water Heater Rod (1 Year Warranty) Size:1000w   Your Dependable Hot Water Resource is space a constraint and is budget your worry? The Immersion rod water heater is here. Compact in size and powerful heating. Low on cost plus an energy saver. Get it all in the immersion rod storage water heater. Material and Measurements. Are you afraid that the coil may get corroded because it is frequently immersed in water? Don’t be. This Immersion water heater rod have some quality material that will make this product usable for a longer period of time.
